Text,True Label,Predicted Label
uttar pradesh chief minister yogi adityanath on saturday asserted that the state government has so far provided houses to 11 lakh poor families in rural areas under the pradhan mantri awas yojana  pmay  ,0,1
by learning a skill  and then passing it on to others  otoyo is not only changing the narrative around disabled people  his work of knitting has also helped him to overcome the trauma of a decade spent fighting under one of the world s most brutal rebel groups ,1,0
roddy slorach  vice chair of a ucu committee of disabled members  described the controversy as  a storm in a tea cup   saying most members agreed with the union s policy ,0,1
the story of a woman s death going undiscovered for hours in mcdonalds made headlines last month and cast a muchneeded spotlight on the plight of hong kong s homeless  many of the homeless spend their nights in hong kong s 24hour mcdonalds branches  leading people to dub them  mcrefugees  or  mcsleepers  ,0,1
un app lets you know what life as a refugee is like,1,0
out of place  a man in a suit and his smartly dressed companion walk past a family of migrants drying their clothes on the railing by the sea front at kos,1,0
if our expectations of our teenagers are too high and well above what they expect  they will feel hopeless about achieving them and we will feel frustrated that they do nt seem willing to stretch for what we believe they can achieve ,0,1
there were also many larger events which took place  including a 24hour long period of eucharistic adoration and a prayer vigil  additionally   jubilees  were held which centered on  among others  the sick and disabled  catechists  teenagers  deacons  priests  religious  volunteers of mercy  and most recently  the poor and homeless ,1,0
hopelessness worse the crisis  the collapse or revolution  for it may be endless  if we organize our political life  it turns out  landscape of despair   but hopelessness is worse the crisis  the collapse or revolution  for it may be endless  well  see for yourself what ,0,1
the law stipulated 21 rights of the disabled persons  the disabled persons must get the national identity cards and be listed in the voters roll  even they will be able to contest in the polls ,1,0
after a big casino win  mario balotelli gave a homeless man  1000  pa  ,1,0
new delhi  she is a homeless widow  a mother of three who is five months pregnant and suffering from chikungunya  yet 28yearold shanti mohan  rejects any suggestion to shift from her makeshift shelter below the mayur vihar phase 1 flyover to a governmentrun home ,0,1
 in metro manila  7464 families of disabled cyclists were plunged deeper into poverty because their breadwinners have been maimed and are no longer capable to work   pagdilao explained ,1,0
he noted that social media also has the potential to blur the lines between reality and the virtual world making it hard for the young people to separate real world interactions from those online since they are more vulnerable to deception ,0,1
this little girl with her whole life in front of her can not go to school  can not read  can not write  at age seven  she is guilty  of being one of the world s 60 million refugees in the year 2017  the government claims it has implemented  15 years free education  but the reality does not match the words  for preschool children  where government policies have created a completely privatised sector  normal fees are hk2800 per month  completely out of reach for poor families ,1,0
the measures have kept the migrants living in limbo  the overwhelming majority have not been granted asylum and they lead a tenuous existence  often at the whims of the government ,1,0
she was only 26 at the time and looks like a trapped  wounded animal backed into a corner and staring straight down the barrel of a gun  the raw anguish she exudes in that picture emotes the harsh realities of heroin addiction as this truly vulnerable and broken soul cries out for help behind tearfilled eyes ,1,0
 the people of khyber pakhtunkhwa are resilient  i did not see hopelessness on any face   he said ,1,0
her house now holds the memories and keepsakes of a migrant s life well lived  selflessly offering her home and love to more than 100 british foster children and making history in the process  along with her late husband   by being the first black couple in the lambeth council in south london to be allowed to foster white children ,1,0
at the root of this issue there is a fundamental question  how do the notveryintelligent survive in an informationbased freemarket economy  until the left deals with that in an honest  nonpc way  they ll continue to fail the vulnerable ,1,0
a top health official said today that the government could consider subsidies to help poor families pay for healthy food  or imposing taxes on unhealthy products  if other efforts fail to encourage better eating habits among hong kong residents ,0,1
the capitalism of our time does not understand the value of the union  because it has forgotten the social nature of the economy  enterprise  life  ties and patents  but perhaps our society does not understand the union because it does not see it fight enough in the  not yet  rights places  in the existential suburbs  among the discarded laborers  among the immigrants  the poor who are under the city walls  or simply it does not understand why corruption has sometimes entered the heart of some trade unionists  do not let this be blocked  ,1,0
a spokesman for cygnet hospital woking  which runs the unit  said   we support some very vulnerable people  to whom we have a duty of care  a key part of which is respecting patients  confidentiality  therefore  it would not be appropriate for us to comment on an individual case ,1,0
play onlookers had to comfort the young homeless man that all would be well with kamande  facebook ,0,1
idearaya spokesman maryam ramli lee in an interview with malay mail online  september 10  2015  for human rights  idearaya is shining a spotlight on marginalised communities such as refugees and migrant workers  while its focus for philosophy this year would be on educating children to express themselves philosophically ,1,0
its rather obvious israel are treating the illegal immigrants discriminatorally  mostly cause they are not jews to begin with and secondly the color of their skin too  they do nt realise kenya has over 600000 somali refugees and over 100000 idps so they should understand their generocity was but a false hand of kindness for the global community to believe they care about others  false generocity always shows its real face when violence breaks out and the nation does nothing to protect those being violated ,0,1
the group became so highly concerned with a homeless man whose plight was brought to national attention by the local news station when tropical storm nicole struck the island back in september 2010 that they arranged with the st joseph  s golden age home to have the homeless man admitted as a resident  it was that episode that provided the impetus to make the st joseph  s golden age home christmas treat a now annual charity event on the social commentary group  s calendar ,1,0
the first lady reassured the women that president kenyatta takes the welfare of women very seriously to ensure that vulnerable groups  widows  orphans and disabled persons are and will continue to be protected ,0,1
he said   to neutralise the attraction of terror ideology among our youth and other vulnerable persons  the international community led by united states of america must support nigeria to fight corruption  repatriate stolen funds and get out of economic recession as quickly as possible ,0,1
john s first calling was acting  he studied drama at kinsale college of education in 2009 and a year later  moved into directing  a few years ago  he staged no borders  which dealt with the plight of refugees and asylumseekers ,0,1
 access to those in need is limited by the ongoing fighting and insecurity   it warned  stressing that  it is imperative that civilians are allowed to move freely to places of refuge  and that humanitarian staff and their assets are protected to allow immediate  safe and unhindered access to those in need  ,0,1
canada has managed to accept immigrants  yet it keeps its citizens happy at the same time  in fact  the only populist revolution was proimmigrant  it can all be managed  in a humane way  feeling the pain of those who have left their homes in search of peace or prosperity ,1,0
in wales 7000 young people every year need help because they re facing becoming homeless  credit  itv cymru wales,0,1
 in the main it was a financial decision but at the same time  i ve always thought about supporting homeless people in the past   he said ,1,0
 we need to understand the seriousness and the consequences that such buildings bring into the city  thousands of foreigners and immigrants come into the city of joburg and chooses this as their home  it s very concerning and extremely upsetting  ,0,1
when i was 18 and homeless  i saw a reflection of myself in a mirror  and knew that i had become a statistic ,0,1
don bosco programme manager  rosemary terry said the programme was established in 2017 by the government partnership with don bosco technical institute to help youth who are jobless and those from poor families ,0,1
for now the families are staying with friends and family  during the day they clean up the debris left by the fire  hoping that someone will come to their rescue  they received emergency relief packs  but they are still in need of clothes  beds  blankets and kitchen appliances ,1,0
 the chilly winter conditions will force many poor families to resort to dirty energy like coal  leaving them vulnerable to health hazards   he said ,0,1
new startup the monthly cois raising money to roll out a subscription service where women can order 100 per cent cotton tampons online and have them delivered to their doorstep  every purchase will see a box of tampons donated to a women in need ,1,0
 put your political views aside and understand that br1m is to help those in need  and if anyone argues that br1m is sourced from taxpayer s money  well then see it as a form of charity or alms giving ,0,1
